Job_Title,Salary_Estimate,Company_Name,Location,Headquarters,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Min_Salary,Max_Salary,Avg_Salary,company_txt,Job_Location,Python,Spark,AWS,Excel,SQL,SAS,Keras,PyTorch,Scikit_Learn,TensorFlow,Hadoop,Tableau,Power_BI,Flink,MongoDB,Google_Analytics,Job_Category,Seniority_Title,Degree_Required,Company_Rating,State_Wise,Company_Man_Power,Company_Man_Power_Category,Founded_Year,Company_Age,Ownership_Type
data science manager,$95K-$160K (Glassdoor est.),"Numeric, LLC","Allentown, PA","Chadds Ford, PA",Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,95,160,127.5,"Numeric, LLC",PA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.2,PA,Unknown,Unknown,,,Private
data analyst 2  missionary department ,$53K-$91K (Glassdoor est.),The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT","Salt Lake City, UT",Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,53,91,72.0,The Church of Jesus Christ of Latter-day Saints,UT,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.2,UT,10000+,Very Large,,,Nonprofit
enterprise architect  data,$101K-$158K (Glassdoor est.),MassMutual,"Boston, MA","Springfield, MA",Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,101,158,129.5,MassMutual,MA,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Other,Not Specified,Not_Specified,3.6,MA,5001 - 10000,Large,1851,175,Private
supply chain data analyst,$33K-$61K (Glassdoor est.),Icon Health and Fitness,"Logan, UT","Logan, UT",Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Life Fitness, Brooks Running, Under Armour",0,0,33,61,47.0,Icon Health and Fitness,UT,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.1,UT,1001 - 5000,Large,1977,49,Private
data engineer   etl,$44K-$86K (Glassdoor est.),Shipt,"Birmingham, AL","Birmingham, AL",Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1,0,0,44,86,65.0,Shipt,AL,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.8,AL,501 - 1000,Medium,2014,12,Subsidiary
corporate risk data analyst  sql  based    milwaukee or,$43K-$77K (Glassdoor est.),Associated Banc-Corp,"Green Bay, WI","Green Bay, WI",Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,43,77,60.0,Associated Banc-Corp,WI,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.8,WI,1001 - 5000,Large,1870,156,Public
senior manager  epidemiologic data scientist,$125K-$210K (Glassdoor est.),Pfizer,"New York, NY","New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,125,210,167.5,Pfizer,NY,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,4.0,NY,10000+,Very Large,1849,177,Public
marketing data analyst  may 2020 undergrad,$44K-$86K (Glassdoor est.),Fareportal,"New York, NY","New York, NY",Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,44,86,65.0,Fareportal,NY,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.8,NY,1001 - 5000,Large,2002,24,Private
senior data analyst,$69K-$119K (Glassdoor est.),Novetta,"Herndon, VA","Mc Lean, VA",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,69,119,94.0,Novetta,VA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not_Specified,4.0,VA,501 - 1000,Medium,2012,14,Private
senior data analyst,$65K-$110K (Glassdoor est.),Moda Operandi,"New York, NY","New York, NY","Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,65,110,87.5,Moda Operandi,NY,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Data Analyst,Senior,Not_Specified,1.9,NY,201 - 500,Medium,2010,16,Private
senior data engineer,$67K-$127K (Glassdoor est.),Novetta,"Reston, VA","Mc Lean, VA",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,67,127,97.0,Novetta,VA,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,Senior,Not_Specified,4.0,VA,501 - 1000,Medium,2012,14,Private
senior data engineer,$78K-$147K (Glassdoor est.),Genesys,"Durham, NC","Daly City, CA",Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,78,147,112.5,Genesys,NC,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Data Engineer,Senior,Not_Specified,4.3,NC,5001 - 10000,Large,1990,36,Private
data modeler  analytical systems ,$66K-$117K (Glassdoor est.),MassMutual,"Boston, MA","Springfield, MA",Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,66,117,91.5,MassMutual,MA,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.6,MA,5001 - 10000,Large,1851,175,Private
data modeler   data solutions engineer,$37K-$66K (Glassdoor est.),Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,37,66,51.5,Liberty Mutual Insurance,IN,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Data Engineer,Not Specified,Masters,3.3,IN,10000+,Very Large,1912,114,Private
data scientist in translational medicine,$86K-$143K (Glassdoor est.),Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,86,143,114.5,Novartis,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.8,MA,10000+,Very Large,1996,30,Public
data scientist,$84K-$146K (Glassdoor est.),USEReady,"New York, NY","New York, NY",Consulting,Business Services,$10 to $25 million (USD),-1,0,0,84,146,115.0,USEReady,NY,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.3,NY,201 - 500,Medium,2011,15,Private
product manager data evangelist,$50K-$98K (Glassdoor est.),"Numeric, LLC","Phila, PA","Chadds Ford, PA",Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,50,98,74.0,"Numeric, LLC",PA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Manager,Not Specified,Masters,3.2,PA,Unknown,Unknown,,,Private
associate environmental scientist   wildlife biologist,$38K-$64K (Glassdoor est.),QK,"Clovis, CA","Visalia, CA",Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,38,64,51.0,QK,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,4.7,CA,51 - 200,Small,1972,54,Private
sr data engineer  sr bi developer ,$90K-$110K(Employer est.),Tivity Health,"Chandler, AZ","Franklin, TN",Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,90,110,100.0,Tivity Health,AZ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Senior,Not_Specified,3.4,AZ,501 - 1000,Medium,1981,45,Public
senior data scientist   visualization  novartis ai innovation lab,$92K-$150K (Glassdoor est.),Novartis,"Cambridge, MA","Basel, Switzerland",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,92,150,121.0,Novartis,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Not_Specified,3.8,MA,10000+,Very Large,1996,30,Public
senior data analyst scientist,$90K-$153K (Glassdoor est.),Demandbase,"San Francisco, CA","San Francisco, CA",Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,90,153,121.5,Demandbase,CA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Analyst,Senior,Not_Specified,4.5,CA,201 - 500,Medium,2006,20,Private
associate  data science  internal audit,$43K-$82K (Glassdoor est.),Santander,"Boston, MA","Madrid, Spain",Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,43,82,62.5,Santander,MA,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.1,MA,10000+,Very Large,1856,170,Private
scientist   cancer discovery  molecular assay,Employer Provided Salary:$100K-$135K,Monte Rosa Therapeutics,"Cambridge, MA",-1,Unknown,Unknown,Unknown / Non-Applicable,-1,0,1,100,135,117.5,Monte Rosa Therapeutic,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,PhD,-1.0,MA,Unknown,Unknown,,,Other
senior lidar data scientist,$93K-$151K (Glassdoor est.),Luminar Technologies,"Orlando, FL","Orlando, FL",Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,93,151,122.0,Luminar Technologies,FL,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.9,FL,201 - 500,Medium,2012,14,Private
data engineer,$61K-$109K (Glassdoor est.),BRMi,"Chantilly, VA","Washington, DC",IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,61,109,85.0,BRMi,VA,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,4.4,VA,51 - 200,Small,2004,22,Private
data engineer,$42K-$79K (Glassdoor est.),IntraEdge,"Scottsdale, AZ","Chandler, AZ",IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,42,79,60.5,IntraEdge,AZ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Data Engineer,Not Specified,Not_Specified,3.4,AZ,501 - 1000,Medium,2002,24,Private
lead data scientist,$139K-$221K (Glassdoor est.),Zest AI,"Burbank, CA","Burbank, CA",Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,139,221,180.0,Zest AI,CA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.9,CA,51 - 200,Small,2009,17,Private
technology minded  data professional opportunities,$40K-$101K (Glassdoor est.),Veterans United Home Loans,"Columbia, MO","Columbia, MO",Lending,Finance,Unknown / Non-Applicable,-1,0,0,40,101,70.5,Veterans United Home Loans,MO,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Other,Not Specified,Not_Specified,4.7,MO,1001 - 5000,Large,2002,24,Private
big data engineer,$84K-$153K (Glassdoor est.),Peraton,"Chantilly, VA","Herndon, VA",Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,84,153,118.5,Peraton,VA,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.3,VA,1001 - 5000,Large,2017,9,Private
salesforce analytics consultant,$52K-$81K (Glassdoor est.),"Emtec, Inc.","Chicago, IL","Jacksonville, FL",Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,52,81,66.5,"Emtec, Inc.",IL,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Data Analyst,Not Specified,Masters,3.9,IL,501 - 1000,Medium,1995,31,Private
managing data scientist ml engineer,$81K-$134K (Glassdoor est.),PA Consulting,"Boston, MA","London, United Kingdom",Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,81,134,107.5,PA Consulting,MA,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,Not Specified,Not_Specified,3.4,MA,1001 - 5000,Large,1943,83,Private
senior data engineer,$97K-$180K (Glassdoor est.),Praetorian,"Austin, TX","Austin, TX",Security Services,Business Services,$10 to $25 million (USD),-1,0,0,97,180,138.5,Praetorian,TX,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Data Engineer,Senior,Not_Specified,4.7,TX,51 - 200,Small,2010,16,Private
staff scientist  upstream pd,$49K-$113K (Glassdoor est.),Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113,81.0,Advanced BioScience Laboratories,MD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,2.7,MD,201 - 500,Medium,1961,65,Private
data engineering analyst,$44K-$73K (Glassdoor est.),COUNTRY Financial,"Bloomington, IL","Bloomington, IL",Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",0,0,44,73,58.5,COUNTRY Financial,IL,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Masters,3.8,IL,1001 - 5000,Large,1925,101,Private
sr  data engineer,$75K-$140K (Glassdoor est.),Echo Global Logistics,"Chicago, IL","Chicago, IL",Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,75,140,107.5,Echo Global Logistics,IL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not_Specified,3.4,IL,1001 - 5000,Large,2005,21,Public
scientist  pharmacometrics,$84K-$157K (Glassdoor est.),Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,84,157,120.5,Agios Pharmaceuticals,MA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,3.8,MA,501 - 1000,Medium,2008,18,Public
manager of data science,$40K-$87K (Glassdoor est.),Tapjoy,"San Francisco, CA","San Francisco, CA",Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,40,87,63.5,Tapjoy,CA,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.9,CA,201 - 500,Medium,2007,19,Private
scientist manufacturing pharma   kentucky bioprocessing,$68K-$139K (Glassdoor est.),Reynolds American,"Owensboro, KY","Winston-Salem, NC",Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,68,139,103.5,Reynolds American,KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.1,KY,5001 - 10000,Large,1875,151,Private
software engineer  data scientist software engineer    sisw   mg,$72K-$142K (Glassdoor est.),Mentor Graphics,"Fremont, CA","Wilsonville, OR",Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",0,0,72,142,107.0,Mentor Graphics,CA,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.1,CA,5001 - 10000,Large,1981,45,Public
data engineer,$74K-$137K (Glassdoor est.),Maxar Technologies,"Springfield, VA","Westminster, CO",Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,0,0,74,137,105.5,Maxar Technologies,VA,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Not Specified,Not_Specified,3.7,VA,5001 - 10000,Large,,,Public
data engineer,$57K-$109K (Glassdoor est.),ICW Group,"San Diego, CA","San Diego, CA",Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,57,109,83.0,ICW Group,CA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Data Engineer,Not Specified,Not_Specified,2.8,CA,501 - 1000,Medium,1972,54,Private
lead big data engineer,$121K-$203K (Glassdoor est.),Glassdoor,"San Francisco, CA","Mill Valley, CA",Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,121,203,162.0,Glassdoor,CA,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,Senior,Not_Specified,4.0,CA,1001 - 5000,Large,2007,19,Private
product engineer   spatial data science and statistical analysis,$52K-$85K (Glassdoor est.),Esri,"Redlands, CA","Redlands, CA",Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52,85,68.5,Esri,CA,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.5,CA,1001 - 5000,Large,1969,57,Private
sr software engineer  data scientist ,$81K-$140K (Glassdoor est.),Assurant,"Westlake, OH","New York, NY",Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81,140,110.5,Assurant,OH,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Senior,Not_Specified,3.4,OH,10000+,Very Large,1978,48,Public
sr  data engineer  etl developer ,$83K-$148K (Glassdoor est.),F&G,"Des Moines, IA","Des Moines, IA",Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,83,148,115.5,F&G,IA,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,Senior,Not_Specified,3.7,IA,201 - 500,Medium,,,Subsidiary
associate research scientist i  protein expression and production ,$59K-$116K (Glassdoor est.),Exelixis,"Alameda, CA","Alameda, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,59,116,87.5,Exelixis,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Masters,3.0,CA,501 - 1000,Medium,1994,32,Public
senior data scientist artificial intelligence,$60K-$101K (Glassdoor est.),PNNL,"Richland, WA","Richland, WA",Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60,101,80.5,PNNL,WA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.8,WA,1001 - 5000,Large,1965,61,Government
analytics   business assurance data analyst,$31K-$55K (Glassdoor est.),GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",Lending,Finance,$100 to $500 million (USD),-1,0,0,31,55,43.0,GreatAmerica Financial Services,IA,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Not Specified,Not_Specified,4.6,IA,501 - 1000,Medium,1992,34,Private
associate director director  safety scientist,$102K-$178K (Glassdoor est.),Acceleron Pharma,"Cambridge, MA","Cambridge, MA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,102,178,140.0,Acceleron Pharma,MA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Director,Not Specified,PhD,4.4,MA,201 - 500,Medium,2003,23,Public
director  precision medicine clinical biomarker scientist,$136K-$208K (Glassdoor est.),Pfizer,"Cambridge, MA","New York, NY",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,136,208,172.0,Pfizer,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,Not Specified,PhD,4.0,MA,10000+,Very Large,1849,177,Public
senior scientist  cell pharmacology assay development,Employer Provided Salary:$110K-$130K,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,Unknown,Unknown / Non-Applicable,-1,0,1,110,130,120.0,Kronos Bi,MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,-1.0,MA,Unknown,Unknown,,,Private
data analyst senior,$48K-$85K (Glassdoor est.),AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48,85,66.5,AmeriHealth Caritas,PA,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Masters,3.0,PA,5001 - 10000,Large,1983,43,Private
senior formulations scientist ii,$71K-$129K (Glassdoor est.),Exelixis,"Alameda, CA","Alameda, CA",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,71,129,100.0,Exelixis,CA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,3.0,CA,501 - 1000,Medium,1994,32,Public
lead data engineer  python ,$66K-$123K (Glassdoor est.),Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,66,123,94.5,Strategic Employment Partners,CA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Senior,Not_Specified,4.7,CA,51 - 200,Small,2006,20,Private
data science manager,$171K-$272K (Glassdoor est.),Grand Rounds,"San Francisco, CA","San Francisco, CA",Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,171,272,221.5,Grand Rounds,CA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,4.2,CA,501 - 1000,Medium,2011,15,Private
senior data scientist 4 artificial intelligence,$92K-$146K (Glassdoor est.),PNNL,"Seattle, WA","Richland, WA",Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92,146,119.0,PNNL,WA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Senior,Masters,3.8,WA,1001 - 5000,Large,1965,61,Government
data engineer,$65K-$126K (Glassdoor est.),"SPINS, LLC","Chicago, IL","Chicago, IL",Consulting,Business Services,$50 to $100 million (USD),-1,0,0,65,126,95.5,"SPINS, LLC",IL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,3.5,IL,201 - 500,Medium,1995,31,Private
director ii  data science   grs predictive analytics,$150K-$239K (Glassdoor est.),Liberty Mutual Insurance,"Chicago, IL","Boston, MA",Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150,239,194.5,Liberty Mutual Insurance,IL,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,Not Specified,PhD,3.3,IL,10000+,Very Large,1912,114,Private
medical lab scientist   mlt,$21-$29 Per Hour(Glassdoor est.),Catholic Health Initiatives,"Omaha, NE","Englewood, CO",Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,43,60,51.5,Catholic Health Initiatives,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Not Specified,Not_Specified,3.2,NE,10000+,Very Large,1996,30,Nonprofit
senior operations data analyst  call center operations,$10-$17 Per Hour(Glassdoor est.),FLEETCOR,"Nashville, TN","Peachtree Corners, GA",Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,20,35,27.5,FLEETCOR,TN,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Analyst,Senior,Not_Specified,2.7,TN,5001 - 10000,Large,2000,26,Public
senior quantitative analyst,$118K-$228K (Glassdoor est.),DTCC,"Jersey City, NJ","New York, NY",Brokerage Services,Finance,$1 to $2 billion (USD),-1,0,0,118,228,173.0,DTCC,NJ,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Senior,Not_Specified,3.3,NJ,1001 - 5000,Large,1973,53,Private
geospatial software developer and data scientist,$82K-$129K(Employer est.),Applied Research Laboratories,"Austin, TX","Austin, TX",Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,82,129,105.5,Applied Research Laboratories,TX,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,Not Specified,Not_Specified,3.7,TX,501 - 1000,Medium,,,Education
research computer scientist   research engineer   sr  computer scientist   software development,$52K-$91K (Glassdoor est.),Southwest Research Institute,"San Antonio, TX","San Antonio, TX",Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52,91,71.5,Southwest Research Institute,TX,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Not_Specified,3.9,TX,1001 - 5000,Large,1947,79,Nonprofit
senior scientist   toxicologist   product integrity  stewardship ,$47K-$101K (Glassdoor est.),Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,47,101,74.0,Reynolds American,NC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,Masters,3.1,NC,5001 - 10000,Large,1875,151,Private
systems engineer ii   data analyst,$49K-$76K (Glassdoor est.),Raytheon,"Huntsville, AL","Waltham, MA",Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,49,76,62.5,Raytheon,AL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Analyst,Not Specified,Not_Specified,3.7,AL,10000+,Very Large,1922,104,Public
senior research analytical scientist non targeted analysis,$43K-$88K (Glassdoor est.),RTI International,"Durham, NC","Research Triangle Park, NC",Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43,88,65.5,RTI International,NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,Senior,PhD,4.3,NC,1001 - 5000,Large,1958,68,Nonprofit
data scientist,$61K-$109K (Glassdoor est.),DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85.0,DICK'S Sporting Goods - Corporate,PA,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Data Scientist,Not Specified,Masters,3.8,PA,10000+,Very Large,1948,78,Public
principal data scientist,$113K-$182K (Glassdoor est.),AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,113,182,147.5,AstraZeneca,MD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,Senior,PhD,3.9,MD,10000+,Very Large,1913,113,Public
director data science,$124K-$199K (Glassdoor est.),TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199,161.5,TRANZACT,NJ,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,Data Scientist,Not Specified,Not_Specified,3.6,NJ,1001 - 5000,Large,1989,37,Private
data engineer,$58K-$104K (Glassdoor est.),Carilion Clinic,"Roanoke, VA","Roanoke, VA",Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,0,0,58,104,81.0,Carilion Clinic,VA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,Not Specified,Masters,3.7,VA,10000+,Very Large,1899,127,Nonprofit
